PDB ID,Chain ID,High Resolution Limit,CATH ID [Res Range],Entity ID,Chain Length,Molecular Weight
"3QLA","D","1.60","","1","129","14793.90"
"3QLA","A","1.60","","1","129","14793.90"
"3QN1","A","1.80","3.30.530.20 [1-181]","1","193","21705.30"
"3QOR","A","1.75","2.60.40.790 [154-273]","1","121","13678.60"
"3QQ8","B","2.00","3.10.20.90 [570-649]","2","85","9947.40"
"3QQD","A","1.65","2.60.40.200 [2-153]","1","154","15920.60"
"3QV1","H","2.00","","2","82","8754.37"
"3QV1","G","2.00","","2","82","8754.37"
"3QV1","I","2.00","","2","82","8754.37"
"3QYH","D","2.00","2.30.30.50 [122-219], 1.10.472.20 [1-118]","2","219","24030.00"
"3QYH","B","2.00","1.10.472.20 [1-118], 2.30.30.50 [122-219]","2","219","24030.00"
"3QYH","H","2.00","1.10.472.20 [1-118], 2.30.30.50 [122-219]","2","219","24030.00"
"3QYH","F","2.00","1.10.472.20 [1-118], 2.30.30.50 [122-219]","2","219","24030.00"
"3QZT","A","1.50","1.20.920.10 [66-173]","1","115","13443.30"
"3R24","B","2.00","","2","155","16789.10"
"3R42","A","1.87","3.10.110.10 [5-160]","1","162","18009.50"
"3RBQ","B","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RBQ","E","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RBQ","A","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RBQ","D","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RBQ","C","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RBQ","F","2.00","2.70.50.40 [60-238]","1","195","23059.10"
"3RC4","A","1.50","2.40.10.120 [982-1094], 2.40.10.10 [1095-1180]","1","203","21487.30"
"3RCZ","A","1.90","3.10.20.90 [330-404]","1","82","9793.05"
"3RDV","C","1.75","2.30.30.190 [57-127]","1","72","8050.13"
"3RDV","B","1.75","2.30.30.190 [57-127]","1","72","8050.13"
"3RDV","A","1.75","2.30.30.190 [57-126]","1","72","8050.13"
"3RDV","D","1.75","2.30.30.190 [56-127]","1","72","8050.13"
"3RF3","B","1.61","1.20.120.230 [130-258], 1.20.120.230 [1-129]","1","258","28937.40"
"3RF3","A","1.61","1.20.120.230 [2-129], 1.20.120.230 [130-258]","1","258","28937.40"
"3RIY","B","1.55","","1","273","29674.80"
"3RIY","A","1.55","","1","273","29674.80"
"3RKD","B","1.90","","1","146","15510.30"
"3RKD","A","1.90","","1","146","15510.30"
"3RNK","B","1.74","2.60.40.10 [20-123]","2","104","11691.30"
"3RNQ","B","1.60","","1","201","22665.90"
"3RNQ","A","1.60","2.60.40.10 [34-145]","2","117","13220.80"
"3RPF","C","1.90","3.10.20.30 [3-74]","2","74","8383.48"
"3RPF","B","1.90","3.90.1170.40 [0-145]","1","148","16988.40"
"3RPF","A","1.90","3.90.1170.40 [0-144]","1","148","16988.40"
"3RPF","D","1.90","3.10.20.30 [3-74]","2","74","8383.48"
"3RQ7","A","1.55","3.30.1120.30 [373-411], 3.30.1120.30 [509-594], 3.30.1120.30 [412-508]","1","237","27285.20"
"3RVV","A","1.90","3.90.70.10 [1-223]","1","223","25216.00"
"3S1T","B","1.63","3.30.70.260 [3-13], 3.30.70.260 [94-158], 3.30.70.260 [14-93]","1","181","19364.80"
"3S1T","A","1.63","3.30.70.260 [14-93], 3.30.70.260 [3-13], 3.30.70.260 [94-160]","1","181","19364.80"
"3S8G","B","1.80","1.20.1070.10 [3-46], 2.60.40.420 [47-168]","2","168","18581.30"
"3S9C","A","1.80","2.40.10.10 [16-27], 2.40.10.10 [121-232], 2.40.10.10 [28-120], 2.40.10.10 [233-245]","1","234","25961.00"
"3S9D","C","2.00","","1","168","19393.20"
"3S9D","B","2.00","2.60.40.10 [107-204], 2.60.40.10 [12-106]","2","199","22798.00"
"3S9D","A","2.00","","1","168","19393.20"
"3S9D","D","2.00","2.60.40.10 [11-106], 2.60.40.10 [107-205]","2","199","22798.00"
"3SBT","A","1.80","","1","260","29685.30"
"3SDE","A","1.90","","1","261","30000.20"
"3SF8","A","1.56","3.40.50.880 [2-191]","1","191","20175.30"
"3SHB","A","1.80","","1","77","8634.75"
"3SHG","A","1.50","","1","205","24168.10"
"3SHG","B","1.50","","2","61","7135.01"
"3SJH","B","1.75","","2","54","5988.68"
"3SJL","C","1.63","2.60.30.10 [7-137]","2","137","15025.60"
"3SJL","E","1.63","2.60.30.10 [7-131]","2","137","15025.60"
"3SJQ","D","1.90","1.10.287.70 [415-492]","2","87","10443.20"
"3SJQ","C","1.90","1.10.287.70 [414-493]","2","87","10443.20"
"3SM1","B","1.50","2.40.70.10 [11-122]","1","132","14345.30"
"3SM1","A","1.50","2.40.70.10 [11-123]","1","132","14345.30"
"3SXU","B","1.85","3.40.50.10220 [33-134]","2","138","15245.30"
"3SXU","A","1.85","3.40.50.10110 [2-147]","1","150","16936.00"
"3T5G","B","1.70","2.70.50.40 [4-150]","2","152","17585.10"
"3T5G","A","1.70","3.40.50.300 [2-180]","1","181","20248.10"
"3T64","A","1.65","2.70.40.10 [1-152]","1","181","20632.20"
"3T64","C","1.65","2.70.40.10 [1-152]","1","181","20632.20"
"3T64","B","1.65","2.70.40.10 [1-152]","1","181","20632.20"
"3T6Q","C","1.90","2.60.40.770 [26-164]","2","145","16202.10"
"3T6Q","D","1.90","2.60.40.770 [26-164]","2","145","16202.10"
"3TD5","B","2.00","3.30.1330.60 [219-339]","1","123","13879.50"
"3TD5","E","2.00","3.30.1330.60 [219-339]","1","123","13879.50"
"3TD5","H","2.00","3.30.1330.60 [220-339]","1","123","13879.50"
"3TD5","A","2.00","3.30.1330.60 [221-339]","1","123","13879.50"
"3TD5","D","2.00","3.30.1330.60 [220-339]","1","123","13879.50"
"3TD5","G","2.00","3.30.1330.60 [220-339]","1","123","13879.50"
"3TD5","C","2.00","3.30.1330.60 [220-339]","1","123","13879.50"
"3TD5","F","2.00","3.30.1330.60 [219-339]","1","123","13879.50"
"3TDU","A","1.50","","1","200","23237.50"
"3TDU","B","1.50","","1","200","23237.50"
"3TH2","T","1.72","2.60.40.10 [6-105]","3","205","23302.90"
"3THK","A","1.70","","1","73","8211.32"
"3THK","B","1.70","","1","73","8211.32"
"3TIW","B","1.80","","1","187","21068.30"
"3TIW","A","1.80","","1","187","21068.30"
"3TJE","F","1.93","","3","156","17500.80"
"3TKZ","A","1.80","3.30.505.10 [4-103]","1","109","12288.70"
"3TMP","A","1.91","","1","184","21256.50"
"3TMP","G","1.91","","1","184","21256.50"
"3TMP","E","1.91","","1","184","21256.50"
"3TMP","C","1.91","","1","184","21256.50"
"3TRS","D","1.60","","2","173","18372.30"
"3TRS","B","1.60","","2","173","18372.30"
"3TSO","D","1.80","","2","75","8839.04"
"3TSO","C","1.80","","2","75","8839.04"
"3TU3","A","1.92","3.30.1460.10 [1-119]","1","161","17675.10"
"3TVT","B","1.60","","2","50","5737.34"
"3TVT","A","1.60","2.30.30.40 [602-672], 2.30.30.40 [773-782], 2.30.30.40 [965-971], 3.40.50.300 [783-813], 3.40.50.300 [875-964], 3.30.63.10 [814-874]","1","292","33849.10"
"3TWR","C","1.55","1.25.40.20 [488-645]","1","165","17851.20"
"3TWR","B","1.55","1.25.40.20 [488-644]","1","165","17851.20"
"3TWR","A","1.55","1.25.40.20 [490-646]","1","165","17851.20"
"3TWR","D","1.55","1.25.40.20 [487-644]","1","165","17851.20"
"3TZ1","A","1.80","","1","74","8527.57"
"3TZD","A","1.81","2.40.50.40 [24-81]","1","58","6905.73"
"3U1J","A","1.80","","1","51","5594.02"
"3U28","C","1.90","2.40.10.230 [33-124]","3","114","12618.40"
"3U28","B","1.90","","2","58","6649.75"
"3U2S","G","1.80","","3","124","13490.00"
"3U2S","C","1.80","","3","124","13490.00"
"3U3Z","A","1.50","3.40.50.10190 [744-832], 3.40.50.10190 [647-743]","1","199","21949.60"
"3U4W","A","1.90","3.30.200.20 [259-342], 1.10.510.10 [343-533]","1","275","31557.30"
"3U52","F","1.95","","3","119","13248.10"
"3U52","E","1.95","","3","119","13248.10"
"3U9Q","A","1.52","1.10.565.10 [208-476]","1","269","30704.70"
"3UCS","C","1.87","","2","74","8847.87"
"3UCS","B","1.87","","1","102","11433.00"
"3UCS","A","1.87","","1","102","11433.00"
"3UCS","D","1.87","","2","74","8847.87"
"3UFM","A","1.95","3.40.470.10 [17-246]","1","255","28851.60"
"3UL4","A","1.95","2.60.40.680 [6-145]","1","157","17426.80"
"3UL4","B","1.95","","2","65","7316.55"
"3ULR","B","1.65","2.30.30.40 [483-546]","2","65","7202.92"
"3UNN","A","1.70","2.60.200.20 [26-133]","1","113","12509.50"
"3UP0","B","1.60","1.10.565.10 [444-685]","1","243","27770.70"
"3UP0","A","1.60","1.10.565.10 [444-685]","1","243","27770.70"
"3UPV","A","1.60","1.25.40.10 [259-383]","1","126","14170.90"
"3UTM","C","2.00","","2","83","8784.49"
"3UW5","B","1.71","1.10.1170.10 [78-169]","1","116","13072.50"
"3UW5","A","1.71","1.10.1170.10 [78-167]","1","116","13072.50"
"3UWS","A","1.70","","1","126","14162.30"
"3UWS","D","1.70","","2","228","26838.00"
"3UWS","C","1.70","","1","126","14162.30"
"3UWS","B","1.70","","2","228","26838.00"
"3UZQ","B","1.60","","2","114","12625.40"
"3V30","A","1.57","1.25.40.20 [92-252]","1","172","18926.30"
"3V57","A","1.70","1.10.490.20 [1-164]","1","164","17824.00"
"3V57","C","1.70","1.10.490.20 [1-164]","1","164","17824.00"
"3V6O","B","1.95","","1","206","23379.80"
"3V6O","A","1.95","","1","206","23379.80"
"3V96","A","1.90","3.90.370.10 [1-14], 3.90.370.10 [108-178], 2.40.50.120 [16-107]","1","184","20689.80"
"3VA4","B","1.54","2.60.200.20 [28-135]","1","132","14589.70"
"3VA4","A","1.54","2.60.200.20 [27-137]","1","132","14589.70"
"3VPB","A","1.80","3.30.1490.20 [102-170]","1","282","31572.40"
"3VPB","D","1.80","3.30.1490.20 [102-170]","1","282","31572.40"
"3VPB","C","1.80","3.30.1490.20 [102-170]","1","282","31572.40"
"3VPB","F","1.80","","2","56","6108.80"
"3VPB","B","1.80","3.30.1490.20 [102-170]","1","282","31572.40"
"3VPB","E","1.80","","2","56","6108.80"
"3VRD","A","1.50","1.10.760.10 [1-78], 1.10.760.10 [79-174]","1","174","19484.10"
"3VTC","A","1.50","","1","271","30595.00"
"3VU9","B","1.75","","2","213","24983.70"
"3VU9","A","1.75","","1","245","28566.10"
"3VZA","C","1.90","","2","73","8455.31"
"3VZA","B","1.90","","1","105","12466.20"
"3VZA","A","1.90","","1","105","12466.20"
"3VZA","D","1.90","","2","73","8455.31"
"3W15","B","1.80","","2","101","11004.10"
"3WA5","B","1.90","","2","153","16929.70"
"3WHR","B","1.58","","2","185","20029.50"
"3WIH","B","1.70","","1","97","10356.50"
"3WIH","A","1.70","","1","97","10356.50"
"3WMI","A","1.90","","1","57","6578.15"
"3WNH","B","1.50","","1","157","17101.40"
"3WNH","A","1.50","","1","157","17101.40"
"3WSR","A","1.91","","1","128","15157.00"
"3WSR","B","1.91","","1","128","15157.00"
"3WWN","A","1.85","","1","269","29134.70"
"3WWT","A","2.00","","1","139","17156.10"
"3WWT","B","2.00","","2","119","14556.00"
"3WYO","C","2.00","","1","153","16997.70"
"3WYO","A","2.00","","1","153","16997.70"
"3ZDM","D","1.80","","1","72","7719.62"
"3ZDM","C","1.80","","2","81","9053.59"
"3ZDM","F","1.80","","2","81","9053.59"
"3ZDM","B","1.80","","1","72","7719.62"
"3ZDM","E","1.80","","1","72","7719.62"
"3ZDM","A","1.80","","1","72","7719.62"
"3ZEU","A","1.65","3.30.420.40 [1-93], 3.30.420.40 [189-230], 3.30.420.40 [94-188]","1","231","25000.60"
"3ZEU","D","1.65","3.30.420.40 [94-188], 3.30.420.40 [1-93], 3.30.420.40 [189-230]","1","231","25000.60"
"3ZHF","A","1.70","","1","124","13762.70"
"3ZHG","A","1.87","","1","158","17973.30"
"3ZHG","C","1.87","","1","158","17973.30"
"3ZHG","B","1.87","","1","158","17973.30"
"3ZKW","A","1.71","","1","287","31725.60"
"3ZKW","C","1.71","","1","287","31725.60"
"3ZN6","B","1.53","","2","173","19127.80"
"3ZN6","A","1.53","","1","291","31875.90"
"3ZNZ","A","1.90","","1","275","31894.60"
"3ZO0","B","1.99","","2","182","20788.50"
"3ZQI","B","1.50","1.10.357.10 [67-204], 1.10.10.60 [4-66]","1","208","23531.70"
"3ZQI","A","1.50","1.10.10.60 [4-66], 1.10.357.10 [67-204]","1","208","23531.70"
"3ZRJ","B","1.94","1.10.1780.10 [5-158]","1","171","19342.10"
"3ZRJ","A","1.94","1.10.1780.10 [5-158]","1","171","19342.10"
"3ZRZ","A","1.70","2.10.70.10 [63-107]","1","90","10120.40"
"3ZRZ","B","1.70","2.10.70.10 [63-107]","1","90","10120.40"
"3ZVQ","B","2.00","","2","58","6333.32"
"3ZVQ","A","2.00","","1","70","7958.80"
"3ZW0","C","1.60","","1","87","9387.17"
"3ZW0","A","1.60","","1","87","9387.17"
"3ZZZ","A","1.55","3.30.70.330 [180-284]","1","130","14169.10"
"3ZZZ","B","1.55","3.30.70.330 [180-284]","1","130","14169.10"
"4A5U","B","2.00","1.10.287.10 [1-88]","2","88","10159.60"
"4A5U","A","2.00","","1","160","17778.90"
"4A5X","B","1.91","1.20.58.280 [9-81]","1","86","10053.40"
"4A5X","A","1.91","1.20.58.280 [10-82]","1","86","10053.40"
"4A6F","A","1.68","2.30.29.30 [466-582]","1","120","13777.60"
"4A8X","A","1.90","3.30.70.330 [157-244]","1","88","10051.60"
"4A8X","C","1.90","","3","130","14988.20"
"4A94","D","1.70","","2","53","5956.68"
"4A94","C","1.70","","2","53","5956.68"
"4AC7","B","1.50","2.10.150.10 [5-126]","2","126","13975.50"
"4AC7","A","1.50","3.30.280.10 [2-100]","1","100","11205.00"
"4AE4","A","1.65","","1","118","13800.40"
"4AFQ","C","1.51","","2","85","9734.65"
"4AFQ","B","1.51","2.40.10.10 [1-12], 2.40.10.10 [108-213], 2.40.10.10 [13-107], 2.40.10.10 [214-226]","1","226","25067.00"
"4AFQ","A","1.51","2.40.10.10 [1-12], 2.40.10.10 [108-213], 2.40.10.10 [13-107], 2.40.10.10 [214-226]","1","226","25067.00"
"4AFQ","D","1.51","","2","85","9734.65"
"4AJY","C","1.73","3.30.710.10 [17-112]","2","97","10974.60"
"4AJY","B","1.73","3.10.20.90 [1-105]","1","118","13147.80"
"4AJY","V","1.73","2.60.40.780 [60-152], 1.10.750.10 [153-207]","4","163","18840.40"
"4AON","E","1.50","2.40.40.20 [25-115]","2","102","11010.30"
"4AON","B","1.50","2.40.40.20 [25-122]","2","102","11010.30"
"4APO","A","1.89","1.25.40.10 [172-313]","1","165","18973.60"
"4APO","B","1.89","1.25.40.10 [172-325]","1","165","18973.60"
"4APX","B","1.65","2.60.40.60 [120-237]","2","242","27502.60"
"4APX","A","1.65","2.60.40.60 [104-208], 2.60.40.60 [1-103]","1","214","23856.40"
"4AQR","D","1.95","","2","57","6916.06"
"4ATZ","B","1.95","2.60.90.10 [399-581]","1","201","21894.40"
"4ATZ","A","1.95","2.60.90.10 [400-581]","1","201","21894.40"
"4ATZ","C","1.95","2.60.90.10 [397-581]","1","201","21894.40"
"4AYC","A","1.90","","1","138","16353.10"
"4B0M","A","1.80","","1","136","15386.40"
"4B4S","A","1.90","1.10.437.10 [4-159]","1","175","19499.00"
"4B5P","A","1.60","","1","200","22785.10"
"4B8Y","A","1.90","","1","277","31376.00"
"4B93","B","2.00","","2","269","29492.60"
"4B93","A","2.00","","1","189","21520.70"
"4B9K","D","2.00","3.10.20.90 [1-103]","1","104","11956.40"
"4B9K","A","2.00","3.10.20.90 [1-104]","1","104","11956.40"
"4B9K","J","2.00","3.10.20.90 [1-103]","1","104","11956.40"
"4B9K","G","2.00","3.10.20.90 [1-103]","1","104","11956.40"
"4BHU","A","1.91","","1","130","14112.70"
"4BHU","D","1.91","","1","130","14112.70"
"4BHU","G","1.91","","1","130","14112.70"
"4BHU","C","1.91","","1","130","14112.70"
"4BHU","F","1.91","","1","130","14112.70"
"4BHU","J","1.91","","1","130","14112.70"
"4BHU","B","1.91","","1","130","14112.70"
"4BHU","E","1.91","","1","130","14112.70"
"4BHU","H","1.91","","1","130","14112.70"
"4BI8","A","2.00","","1","101","11501.00"
"4BI8","B","2.00","","2","163","18205.90"
"4BJS","C","1.94","","1","60","7216.32"
"4BJS","B","1.94","","1","60","7216.32"
"4BJS","A","1.94","","1","60","7216.32"
"4BJT","C","1.61","","1","202","23249.00"
"4BJT","B","1.61","","1","202","23249.00"
"4BJT","A","1.61","","1","202","23249.00"
"4BL0","E","1.95","","2","75","8782.95"
"4BL0","B","1.95","","2","75","8782.95"
"4BMO","B","1.81","","2","119","13539.30"
"4BND","A","1.50","","1","253","28429.20"
"4BNR","B","2.00","","1","237","25072.40"
"4BNR","A","2.00","","1","237","25072.40"
"4BNR","J","2.00","","2","100","10915.80"
"4BNR","I","2.00","","2","100","10915.80"
"4BT9","A","1.90","","1","239","27519.10"
"4BT9","B","1.90","","1","239","27519.10"
"4BU0","A","1.50","","1","186","21236.50"
"4BVX","B","1.60","","2","171","19479.30"
"4BVX","A","1.60","","1","215","24060.40"
"4BWC","A","1.89","","1","170","19522.40"
"4C2W","D","1.70","","2","52","6167.12"
"4C2W","C","1.70","","2","52","6167.12"
"4C4K","O","1.95","","1","98","10373.70"
"4C4P","B","2.00","","2","107","12289.90"
"4C9B","B","2.00","","2","291","33505.00"
"4CC2","C","1.55","","1","67","7712.62"
"4CC2","A","1.55","","1","67","7712.62"
"4CGQ","A","2.00","","1","111","12664.80"
"4CH9","B","1.84","","1","292","31529.50"
"4CH9","A","1.84","","1","292","31529.50"
"4CIC","A","1.60","","1","153","16832.30"
"4CIC","B","1.60","","1","153","16832.30"
"4CJ2","C","1.50","","2","78","9053.29"
"4CJ2","B","1.50","","1","147","16257.70"
"4CJ2","A","1.50","","1","147","16257.70"
"4CJ2","D","1.50","","2","78","9053.29"
"4CMH","A","1.53","","1","256","29676.70"
"4CPB","A","1.57","","1","121","12834.10"
"4CPB","C","1.57","","1","121","12834.10"
"4CPB","B","1.57","","1","121","12834.10"
"4CRU","A","1.65","","1","258","29174.60"
"4CRU","B","1.65","","2","273","31072.20"
"4CRW","B","1.75","","2","182","21126.10"
"4CRW","A","1.75","","1","231","26783.10"
"4CRY","B","1.61","","2","137","15738.80"
"4CRZ","A","1.70","","1","143","15793.90"
"4CSR","A","1.50","","1","94","10853.50"
"4CSR","B","1.50","","2","94","11104.10"
"4CXF","B","1.75","","2","95","10160.80"
"4CXF","A","1.75","","1","191","20648.30"
"4CYD","A","1.82","","1","225","24760.20"
"4CYD","D","1.82","","1","225","24760.20"
"4CYD","C","1.82","","1","225","24760.20"
"4CYD","B","1.82","","1","225","24760.20"
"4CZS","C","1.73","","1","237","25622.40"
"4CZS","B","1.73","","1","237","25622.40"
"4CZS","A","1.73","","1","237","25622.40"
"4CZS","D","1.73","","1","237","25622.40"
"4CZX","B","1.85","","2","147","16545.50"
"4D73","A","1.80","","1","180","21118.90"
"4DEX","B","2.00","","2","113","13118.80"
"4DEY","B","1.95","","1","106","12304.40"
"4DH2","A","1.75","2.60.40.680 [7-164]","1","170","19063.60"
"4DH2","D","1.75","","2","82","9482.77"
"4DH2","C","1.75","2.60.40.680 [8-163]","1","170","19063.60"
"4DH2","B","1.75","","2","82","9482.77"
"4DHI","B","1.80","","1","284","32322.00"
"4DKA","D","1.97","","2","105","11439.30"
"4DKA","C","1.97","","2","105","11439.30"
"4DOW","A","1.95","","1","163","18945.90"
"4DOW","B","1.95","","1","163","18945.90"
"4DRJ","A","1.80","","1","144","15652.90"
"4DTG","K","1.80","4.10.410.10 [2-61]","3","66","7939.79"
"4E45","J","2.00","","3","137","16333.20"
"4E45","M","2.00","1.10.20.10 [8-100]","1","112","13042.70"
"4E45","C","2.00","1.10.20.10 [12-105]","1","112","13042.70"
"4E45","F","2.00","1.10.20.10 [4-105]","1","112","13042.70"
"4E45","I","2.00","","2","83","9116.54"
"4E45","L","2.00","","2","83","9116.54"
"4E45","O","2.00","","3","137","16333.20"
"4E45","B","2.00","","2","83","9116.54"
"4E45","E","2.00","","3","137","16333.20"
"4E45","H","2.00","1.10.20.10 [12-105]","1","112","13042.70"
"4E45","K","2.00","1.10.20.10 [9-102]","1","112","13042.70"
"4E45","N","2.00","","2","83","9116.54"
"4E45","A","2.00","1.10.20.10 [4-105]","1","112","13042.70"
"4E45","D","2.00","","2","83","9116.54"
"4E45","G","2.00","","2","83","9116.54"
"4E5X","G","1.95","","4","100","11938.80"
"4E5X","H","1.95","","4","100","11938.80"
"4E6K","I","2.00","","2","73","7813.86"
"4E6K","B","2.00","1.20.1260.10 [1-157]","1","158","18580.20"
"4E6K","E","2.00","1.20.1260.10 [1-156]","1","158","18580.20"
"4E6K","H","2.00","","2","73","7813.86"
"4E6K","A","2.00","1.20.1260.10 [1-157]","1","158","18580.20"
"4E6K","D","2.00","1.20.1260.10 [1-156]","1","158","18580.20"
"4E6K","G","2.00","","2","73","7813.86"
"4E6K","C","2.00","1.20.1260.10 [1-157]","1","158","18580.20"
"4E6K","F","2.00","1.20.1260.10 [1-157]","1","158","18580.20"
"4EB2","B","1.94","","2","263","28407.70"
"4EB2","A","1.94","","1","249","27300.70"
"4EGC","B","1.99","","2","294","33026.30"
"4EKX","C","1.75","","1","116","13733.00"
"4EKX","B","1.75","2.80.10.50 [1-155]","2","157","17959.10"
"4EKX","A","1.75","","1","116","13733.00"
"4EKX","D","1.75","2.80.10.50 [1-156]","2","157","17959.10"
"4ELY","B","1.93","1.10.268.10 [363-497]","1","156","17567.00"
"4ELY","A","1.93","1.10.268.10 [363-497]","1","156","17567.00"
"4ELY","D","1.93","2.30.30.110 [2-105]","2","105","11879.70"
"4ELY","C","1.93","2.30.30.110 [2-105]","2","105","11879.70"
"4EP8","B","1.55","2.10.150.10 [2001-2101]","2","101","11125.70"
"4EPJ","A","1.69","2.40.70.10 [1-99], 2.40.70.10 [101-199]","1","203","22005.00"
"4EQA","C","1.60","","2","153","16855.60"
"4EQA","B","1.60","","1","146","15640.80"
"4EQA","A","1.60","","1","146","15640.80"
"4EQA","D","1.60","","2","153","16855.60"
"4EQY","B","1.80","1.20.1180.10 [194-263], 2.160.10.10 [3-193]","1","283","30198.90"
"4EQY","F","1.80","2.160.10.10 [4-193], 1.20.1180.10 [194-263]","1","283","30198.90"
"4EQY","A","1.80","2.160.10.10 [3-193], 1.20.1180.10 [194-263]","1","283","30198.90"
"4EQY","E","1.80","2.160.10.10 [3-193], 1.20.1180.10 [194-263]","1","283","30198.90"
"4EQY","C","1.80","2.160.10.10 [4-193], 1.20.1180.10 [194-263]","1","283","30198.90"
"4EQY","G","1.80","1.20.1180.10 [194-263], 2.160.10.10 [4-193]","1","283","30198.90"
"4EUK","B","1.95","1.20.120.160 [1-152]","2","159","18044.50"
"4EUK","A","1.95","","1","153","16928.40"
"4EXT","A","1.90","","1","96","11122.80"
"4F0Z","B","1.70","","2","170","19322.90"
"4F6T","A","1.60","","2","244","25824.70"
"4F6T","B","1.60","","1","268","28176.50"
"4F8C","C","1.95","","1","275","30809.50"
"4F8C","A","1.95","","1","275","30809.50"
"4FBJ","A","1.60","","1","261","29637.30"
"4FHR","B","1.93","","2","216","24604.50"
"4FHR","A","1.93","","1","187","21490.60"
"4FVD","A","1.66","","1","152","16706.50"
"4FYY","D","1.94","3.30.70.140 [8-100], 2.30.30.20 [101-153]","2","153","17143.60"
"4FYY","B","1.94","2.30.30.20 [101-153], 3.30.70.140 [8-100]","2","153","17143.60"
"4FZV","B","2.00","","2","239","27045.90"
"4G69","A","2.00","2.30.42.10 [310-406]","1","100","10600.20"
"4G6D","A","2.00","","1","73","8731.06"
"4G6M","A","1.81","2.80.10.50 [2-151]","1","150","17150.60"
"4G6T","B","1.56","","2","82","8722.84"
"4G6T","A","1.56","","1","128","14462.70"
"4G91","A","1.90","","1","64","7669.91"
"4G91","C","1.90","","3","119","13666.80"
"4G94","B","2.00","","2","198","23226.40"
"4G94","A","2.00","","1","62","7362.46"
"4GDX","B","1.67","","2","195","20556.90"
"4GED","A","1.84","1.10.520.10 [34-161], 1.10.520.10 [284-301], 1.10.420.10 [162-283]","1","268","30378.50"
"4GEH","B","1.95","","2","91","10011.50"
"4GEH","A","1.95","","1","207","23953.60"
"4GEH","D","1.95","","2","91","10011.50"
"4GEH","C","1.95","","1","207","23953.60"
"4GF3","A","1.90","","1","141","15779.90"
"4GFT","A","1.60","","1","69","7856.61"
"4GFU","A","2.00","","1","297","33733.60"
"4GGF","V","1.60","1.10.238.10 [4-112]","2","114","13248.00"
"4GGF","A","1.60","1.10.238.10 [1-89]","1","93","10837.50"
"4GGF","L","1.60","1.10.238.10 [4-112]","2","114","13248.00"
"4GGF","U","1.60","1.10.238.10 [1-87]","1","93","10837.50"
"4GGF","K","1.60","1.10.238.10 [1-89]","1","93","10837.50"
"4GGF","T","1.60","1.10.238.10 [4-112]","2","114","13248.00"
"4GGF","C","1.60","1.10.238.10 [4-111]","2","114","13248.00"
"4GGF","S","1.60","1.10.238.10 [1-89]","1","93","10837.50"
"4GHI","B","1.50","3.30.450.20 [361-467]","2","121","14243.10"
"4GHI","A","1.50","3.30.450.20 [0-348]","1","117","13538.30"
"4GI3","C","1.75","","2","83","9200.33"
"4GIP","C","2.00","","1","81","8956.42"
"4GIP","B","2.00","","1","81","8956.42"
"4GIP","A","2.00","","1","81","8956.42"
"4GLS","C","1.60","","2","56","6379.90"
"4GLS","B","1.60","","1","102","11942.60"
"4GLS","A","1.60","","1","102","11942.60"
"4GLS","G","1.60","","2","56","6379.90"
"4GLY","A","1.52","","1","245","27586.40"
"4GN4","B","1.86","","1","108","11845.50"
"4GNF","A","1.55","","1","107","12058.80"
"4GUT","B","2.00","","2","124","13528.30"
"4GVB","B","1.80","","2","81","9142.17"
"4GVB","A","1.80","3.30.70.440 [1-77]","1","80","8893.86"
"4GVC","A","1.54","2.30.42.10 [837-930]","1","94","10154.40"
"4GVU","A","1.55","2.40.10.10 [28-126], 2.40.10.10 [243-255], 2.40.10.10 [16-27], 2.40.10.10 [127-242]","1","240","25928.00"
"4GXB","A","1.80","","1","280","31950.60"
"4H2V","D","2.00","","2","110","12116.80"
"4H2V","C","2.00","","2","110","12116.80"
"4H2W","C","1.95","1.10.1200.10 [0-77]","2","103","11165.60"
"4H2W","D","1.95","1.10.1200.10 [1-75]","2","103","11165.60"
"4H3K","E","2.00","","2","214","24758.80"
"4H3K","B","2.00","","2","214","24758.80"
"4H5S","B","1.70","","2","101","11565.00"
"4H5S","A","1.70","","1","101","11309.90"
"4H8W","C","1.85","","4","185","20503.30"
"4H9N","C","1.95","","3","212","24725.30"
"4HAT","B","1.78","2.30.29.30 [80-200]","2","140","16378.80"
"4HAT","A","1.78","3.40.50.300 [8-216]","1","216","24456.10"
"4HCZ","A","1.85","2.30.30.140 [28-85]","1","58","6623.57"
"4HCZ","B","1.85","2.30.30.140 [28-84]","1","58","6623.57"
"4HEM","B","1.65","","1","163","17165.20"
"4HEM","A","1.65","","1","163","17165.20"
"4HEM","C","1.65","","1","163","17165.20"
"4HH3","B","1.75","","1","262","28835.10"
"4HH3","A","1.75","","1","262","28835.10"
"4HH3","C","1.75","","2","240","25480.30"
"4HJL","B","1.50","","2","192","22706.70"
"4HPM","A","1.85","","1","122","14023.90"
"4HPM","D","1.85","","2","93","11074.00"
"4HPM","C","1.85","","1","122","14023.90"
"4HPM","B","1.85","","2","93","11074.00"
"4HRG","B","2.00","1.10.238.10 [1-113]","1","115","13269.30"
